School_District_Name,year,Course_Code,Course_Name,Number_of_Schools,Total_Course_Enrollment,Number_of_Classes,Number_FTE_Teachers,Average_Class_Size_filtered,Average_Class_Size,Subject_Area
Los Angeles USD,2005,2807,Painting,50,5608,159,33.35,35.2,35.3,Art
Los Angeles USD,2006,2807,Painting,56,5030,150,30.39,33.5,33.5,Art
Los Angeles USD,2007,2807,Painting,54,5010,149,30.2,33.5,33.6,Art
Los Angeles USD,2008,2807,Painting,54,4594,138,27.16,33.3,33.3,Art
Los Angeles USD,2010,2807,Painting,53,4764,132,26.58,35.6,36.1,Art
Pasadena Unified,1998,2807,Painting,1,101,5,1,20.2,20.2,Art
Santa Monica-Malibu USD,1997,2807,Painting,1,79,3,0.6,26.3,26.3,Art
Santa Monica-Malibu USD,1998,2807,Painting,2,133,5,1,26.6,26.6,Art
Santa Monica-Malibu USD,1999,2807,Painting,1,56,2,0.4,28,28,Art
Santa Monica-Malibu USD,2000,2807,Painting,1,48,2,0.4,24,24,Art
Santa Monica-Malibu USD,2001,2807,Painting,1,49,2,0.4,24.5,24.5,Art
Santa Monica-Malibu USD,2002,2807,Painting,1,56,2,0.4,28,28,Art
Santa Monica-Malibu USD,2003,2807,Painting,1,74,3,0.6,24.7,24.7,Art
Santa Monica-Malibu USD,2004,2807,Painting,1,73,3,0.6,24.3,24.3,Art
Santa Monica-Malibu USD,2005,2807,Painting,1,90,3,0.6,30,30,Art
Santa Monica-Malibu USD,2006,2807,Painting,1,56,2,0.4,28,28,Art
Santa Monica-Malibu USD,2007,2807,Painting,1,58,2,0.4,29,29,Art
Santa Monica-Malibu USD,2008,2807,Painting,1,94,4,0.8,23.5,23.5,Art
Santa Monica-Malibu USD,2010,2807,Painting,1,86,6,0.6,14.3,14.3,Art
Beverly Hills USD,2006,2319,Percussion Ensemble,1,22,1,0.2,22,22,Music
Inglewood USD,2008,5759,Photo production and technology,1,161,5,1,32.2,32.2,"Arts, Media and Entertainment"
Pasadena Unified,2008,5759,Photo production and technology,1,49,2,0.34,24.5,24.5,"Arts, Media and Entertainment"
Beverly Hills USD,1997,5760,Photographic laboratory and darkroom,1,98,4,0.8,24.5,24.5,"Visual Comm, Graphics"
Beverly Hills USD,1998,5760,Photographic laboratory and darkroom,1,127,5,1,25.4,25.4,"Visual Comm, Graphics"
Burbank Unified,1997,5760,Photographic laboratory and darkroom,2,153,5,0.98,30.6,30.6,"Visual Comm, Graphics"
Burbank Unified,1998,5760,Photographic laboratory and darkroom,3,251,8,1.58,31.4,31.4,"Visual Comm, Graphics"
Burbank Unified,1999,5760,Photographic laboratory and darkroom,2,163,5,0.98,32.6,32.6,"Visual Comm, Graphics"
Burbank Unified,2004,5760,Photographic laboratory and darkroom,1,143,5,1,28.6,28.6,"Visual Comm, Graphics"
Burbank Unified,2005,5760,Photographic laboratory and darkroom,1,145,5,1,29,29,"Visual Comm, Graphics"
Burbank Unified,2010,5760,Photographic laboratory and darkroom,2,250,8,1.6,31.2,31.2,"Arts, Media and Entertainment"
Inglewood USD,2002,5760,Photographic laboratory and darkroom,1,135,5,1,27,27,"Visual Comm, Graphics"
Los Angeles USD,1997,5760,Photographic laboratory and darkroom,2,64,2,0.35,32,32,"Visual Comm, Graphics"
Los Angeles USD,1998,5760,Photographic laboratory and darkroom,2,72,2,0.35,36,36,"Visual Comm, Graphics"
Los Angeles USD,1999,5760,Photographic laboratory and darkroom,2,69,2,0.35,34.5,34.5,"Visual Comm, Graphics"
Los Angeles USD,2000,5760,Photographic laboratory and darkroom,2,64,2,0.35,32,32,"Visual Comm, Graphics"
Los Angeles USD,2001,5760,Photographic laboratory and darkroom,2,76,3,0.49,25.3,25.3,"Visual Comm, Graphics"
Los Angeles USD,2002,5760,Photographic laboratory and darkroom,1,56,2,0.34,28,28,"Visual Comm, Graphics"
Los Angeles USD,2008,5760,Photographic laboratory and darkroom,3,127,5,0.95,25.4,25.4,"Arts, Media and Entertainment"
Los Angeles USD,2010,5760,Photographic laboratory and darkroom,1,40,2,0.4,20,20,"Arts, Media and Entertainment"
Manhattan Beach USD,2005,5760,Photographic laboratory and darkroom,1,49,4,0.8,12.2,12.2,"Visual Comm, Graphics"
Manhattan Beach USD,2006,5760,Photographic laboratory and darkroom,1,73,3,0.45,24.3,24.3,"Visual Comm, Graphics"
Manhattan Beach USD,2007,5760,Photographic laboratory and darkroom,1,59,2,0.48,29.5,29.5,"Arts, Media and Entertainment"
Manhattan Beach USD,2008,5760,Photographic laboratory and darkroom,1,121,4,0.8,30.2,30.2,"Arts, Media and Entertainment"
Pasadena Unified,1997,5760,Photographic laboratory and darkroom,2,264,7,1.25,37.7,37.7,"Visual Comm, Graphics"
Pasadena Unified,2001,5760,Photographic laboratory and darkroom,1,166,5,0.85,33.2,33.2,"Visual Comm, Graphics"
Pasadena Unified,2007,5760,Photographic laboratory and darkroom,1,68,3,0.8,22.7,22.7,"Arts, Media and Entertainment"
Beverly Hills USD,1999,2805,Photography,1,127,5,1,25.4,25.4,Art
Beverly Hills USD,2000,2805,Photography,1,124,5,1,24.8,24.8,Art
Beverly Hills USD,2001,2805,Photography,1,117,5,1,23.4,23.4,Art
Beverly Hills USD,2002,2805,Photography,1,118,5,1,23.6,23.6,Art
Beverly Hills USD,2003,2805,Photography,1,114,5,1,22.8,22.8,Art
Beverly Hills USD,2004,2805,Photography,1,90,4,0.8,22.5,22.5,Art
Beverly Hills USD,2005,2805,Photography,1,135,5,1,27,27,Art
Beverly Hills USD,2006,2805,Photography,1,113,5,1,22.6,22.6,Art
Beverly Hills USD,2007,2805,Photography,1,149,5,1,29.8,29.8,Art
Beverly Hills USD,2008,2805,Photography,1,165,6,1.15,27.5,27.5,Art
Burbank Unified,1998,2805,Photography,1,31,1,0.2,31,31,Art
Burbank Unified,1999,2805,Photography,1,153,5,1,30.6,30.6,Art
Burbank Unified,2000,2805,Photography,3,394,13,2.57,30.3,30.3,Art
Burbank Unified,2001,2805,Photography,3,376,12,2.4,31.3,31.3,Art
Burbank Unified,2002,2805,Photography,3,506,15,3,33.7,33.7,Art
Burbank Unified,2003,2805,Photography,3,491,15,3,32.7,32.7,Art
Burbank Unified,2004,2805,Photography,2,264,8,1.58,33,33,Art
Burbank Unified,2005,2805,Photography,2,252,8,1.58,31.5,31.5,Art
Burbank Unified,2006,2805,Photography,3,386,13,2.55,29.7,29.7,Art
Burbank Unified,2007,2805,Photography,2,388,12,2.4,32.3,32.3,Art
Burbank Unified,2008,2805,Photography,2,349,12,2.4,29.1,29.1,Art
Glendale Unified,2005,2805,Photography,1,60,2,0.4,30,30,Art
Glendale Unified,2006,2805,Photography,2,116,4,0.8,29,29,Art
Glendale Unified,2007,2805,Photography,2,112,4,0.72,28,28,Art
Glendale Unified,2008,2805,Photography,2,114,4,1.4,28.5,28.5,Art
Inglewood USD,1997,2805,Photography,1,48,4,0.67,12,12,Art
Inglewood USD,2001,2805,Photography,1,26,1,0.24,26,26,Art
La Canada Unified,2005,2805,Photography,1,67,2,0.4,33.5,33.5,Art
La Canada Unified,2006,2805,Photography,1,35,1,0.2,35,35,Art
Long Beach Unified,1997,2805,Photography,3,467,13,2.76,35.9,35.9,Art
Long Beach Unified,1998,2805,Photography,3,322,9,1.92,35.8,35.8,Art
Long Beach Unified,1999,2805,Photography,4,338,10,1.97,33.8,33.8,Art
Long Beach Unified,2000,2805,Photography,3,310,9,1.8,34.4,34.4,Art
Long Beach Unified,2001,2805,Photography,3,269,8,1.6,33.6,33.6,Art
Long Beach Unified,2002,2805,Photography,3,294,10,1.8,29.4,29.4,Art
Long Beach Unified,2003,2805,Photography,4,294,9,1.57,32.7,32.7,Art
Long Beach Unified,2004,2805,Photography,4,312,10,1.74,31.2,31.2,Art
Long Beach Unified,2005,2805,Photography,4,423,14,2.33,30.2,30.2,Art
Long Beach Unified,2006,2805,Photography,4,425,13,2.36,32.7,32.7,Art
Long Beach Unified,2007,2805,Photography,3,370,11,2,33.6,33.6,Art
Long Beach Unified,2008,2805,Photography,3,404,12,2.2,33.7,33.7,Art
Los Angeles USD,1997,2805,Photography,32,3324,101,19.33,32.9,32.9,Art
Los Angeles USD,1998,2805,Photography,30,3228,99,18.65,32.6,32.6,Art
Los Angeles USD,1999,2805,Photography,33,3266,104,19.63,31.4,31.4,Art
Los Angeles USD,2000,2805,Photography,32,3491,112,21.38,31.2,31.2,Art
Los Angeles USD,2001,2805,Photography,31,3319,109,20.36,30.4,30.4,Art
Los Angeles USD,2002,2805,Photography,28,3421,101,18.28,33.9,33.9,Art
Los Angeles USD,2003,2805,Photography,28,3726,113,20.35,32.8,33,Art
Los Angeles USD,2004,2805,Photography,31,3489,103,18.76,33.9,33.9,Art
Los Angeles USD,2005,2805,Photography,27,3248,97,18.95,33.5,33.5,Art
Los Angeles USD,2006,2805,Photography,33,3321,102,20.01,32.6,32.6,Art
Los Angeles USD,2007,2805,Photography,33,3052,94,18.98,32.5,32.5,Art
Los Angeles USD,2008,2805,Photography,28,2646,79,16.88,33.5,33.5,Art
Manhattan Beach USD,1997,2805,Photography,1,91,3,0.6,30.3,30.3,Art
Manhattan Beach USD,2005,2805,Photography,1,29,1,0.17,29,29,Art
Pasadena Unified,1997,2805,Photography,2,156,4,0.8,39,39,Art
Pasadena Unified,1998,2805,Photography,4,469,13,2.5,34.4,36.1,Art
Pasadena Unified,1999,2805,Photography,3,376,11,2.2,34.2,34.2,Art
Pasadena Unified,2000,2805,Photography,3,345,10,2.05,34.5,34.5,Art
Pasadena Unified,2001,2805,Photography,2,258,7,1.4,36.9,36.9,Art
Pasadena Unified,2002,2805,Photography,2,232,7,1.3,33.1,33.1,Art
Pasadena Unified,2003,2805,Photography,1,31,1,0.2,31,31,Art
Pasadena Unified,2004,2805,Photography,2,227,7,1.4,32.4,32.4,Art
Pasadena Unified,2005,2805,Photography,2,240,7,1.4,34.3,34.3,Art
Pasadena Unified,2006,2805,Photography,3,267,8,1.6,33.4,33.4,Art
Pasadena Unified,2007,2805,Photography,1,180,5,1,36,36,Art
Pasadena Unified,2008,2805,Photography,2,260,8,1.52,32.5,32.5,Art
Santa Monica-Malibu USD,1997,2805,Photography,2,208,7,1.2,29.7,29.7,Art
Santa Monica-Malibu USD,1998,2805,Photography,2,213,8,1.6,26.6,26.6,Art
Santa Monica-Malibu USD,1999,2805,Photography,1,83,3,0.6,27.7,27.7,Art
Santa Monica-Malibu USD,2000,2805,Photography,1,98,4,0.8,24.5,24.5,Art
Santa Monica-Malibu USD,2001,2805,Photography,1,86,4,0.8,21.5,21.5,Art
Santa Monica-Malibu USD,2002,2805,Photography,1,95,4,0.8,23.8,23.8,Art
Santa Monica-Malibu USD,2003,2805,Photography,1,96,4,0.8,24,24,Art
Santa Monica-Malibu USD,2004,2805,Photography,1,104,4,0.8,26,26,Art
Santa Monica-Malibu USD,2005,2805,Photography,1,132,4,0.8,33,33,Art
Santa Monica-Malibu USD,2006,2805,Photography,1,63,2,0.4,31.5,31.5,Art
Beverly Hills USD,2010,2805,Photography,1,147,5,1,29.4,29.4,Art
Burbank Unified,2010,2805,Photography,1,2,2,0.03,1,1,Art
Glendale Unified,2010,2805,Photography,1,40,2,0.4,20,20,Art
Long Beach Unified,2010,2805,Photography,3,455,13,2.42,35,35,Art
Los Angeles USD,2010,2805,Photography,36,3046,94,18.31,32.1,32.4,Art
Manhattan Beach USD,2010,2805,Photography,1,27,2,0.26,13.5,13.5,Art
Pasadena Unified,2010,2805,Photography,2,220,7,1.19,31.4,31.4,Art
Santa Monica-Malibu USD,2010,2805,Photography,2,168,7,1.07,24,24,Art
Burbank Unified,1997,5759,"Photography, lithography, and platemaking",1,118,4,0.8,29.5,29.5,"Visual Comm, Graphics"
Inglewood USD,2000,5759,"Photography, lithography, and platemaking",1,109,3,0.6,36.3,36.3,"Visual Comm, Graphics"
Inglewood USD,2001,5759,"Photography, lithography, and platemaking",1,122,3,0.6,40.7,40.7,"Visual Comm, Graphics"
Inglewood USD,2002,5759,"Photography, lithography, and platemaking",1,118,4,0.8,29.5,29.5,"Visual Comm, Graphics"
Inglewood USD,2003,5759,"Photography, lithography, and platemaking",2,143,5,1,28.6,28.6,"Visual Comm, Graphics"
Inglewood USD,2004,5759,"Photography, lithography, and platemaking",2,184,6,1.2,30.7,30.7,"Visual Comm, Graphics"
Inglewood USD,2005,5759,"Photography, lithography, and platemaking",2,202,6,1.2,33.7,33.7,"Visual Comm, Graphics"
Inglewood USD,2006,5759,"Photography, lithography, and platemaking",2,182,6,1.2,30.3,30.3,"Visual Comm, Graphics"
Inglewood USD,2007,5759,"Photography, lithography, and platemaking",2,198,6,1.2,33,33,"Arts, Media and Entertainment"
Los Angeles USD,1997,5759,"Photography, lithography, and platemaking",1,172,6,1,28.7,28.7,"Visual Comm, Graphics"
Manhattan Beach USD,1998,5759,"Photography, lithography, and platemaking",1,107,4,0.8,26.8,26.8,"Visual Comm, Graphics"
Manhattan Beach USD,1999,5759,"Photography, lithography, and platemaking",1,131,4,0.8,32.8,32.8,"Visual Comm, Graphics"
Manhattan Beach USD,2000,5759,"Photography, lithography, and platemaking",1,97,3,0.6,32.3,32.3,"Visual Comm, Graphics"
Manhattan Beach USD,2001,5759,"Photography, lithography, and platemaking",1,92,2,0.4,29,46,"Visual Comm, Graphics"
Manhattan Beach USD,2002,5759,"Photography, lithography, and platemaking",1,92,3,0.6,30.7,30.7,"Visual Comm, Graphics"
Manhattan Beach USD,2003,5759,"Photography, lithography, and platemaking",1,107,4,0.8,26.8,26.8,"Visual Comm, Graphics"
Manhattan Beach USD,2004,5759,"Photography, lithography, and platemaking",1,75,4,0.8,18.8,18.8,"Visual Comm, Graphics"
Glendale Unified,1997,5761,Printing press operations,1,17,5,1,3.4,3.4,"Visual Comm, Graphics"
Glendale Unified,1998,5761,Printing press operations,1,25,5,1,5,5,"Visual Comm, Graphics"
Glendale Unified,1999,5761,Printing press operations,1,35,5,1,7,7,"Visual Comm, Graphics"
Pasadena Unified,1999,5761,Printing press operations,1,120,4,0.8,30,30,"Visual Comm, Graphics"
Pasadena Unified,2001,5761,Printing press operations,1,19,2,0.4,9.5,9.5,"Visual Comm, Graphics"
Pasadena Unified,2002,5761,Printing press operations,1,109,5,1,21.8,21.8,"Visual Comm, Graphics"
Long Beach Unified,2010,2817,Printmaking,6,794,25,4.21,31.8,31.8,Art
Los Angeles USD,1997,2817,Printmaking,3,104,3,0.6,34.7,34.7,Art
Los Angeles USD,1998,2817,Printmaking,3,81,3,0.53,27,27,Art
Los Angeles USD,1999,2817,Printmaking,2,78,2,0.4,39,39,Art
Los Angeles USD,2000,2817,Printmaking,4,136,4,0.71,34,34,Art
Los Angeles USD,2001,2817,Printmaking,4,176,5,0.91,35.2,35.2,Art
Los Angeles USD,2002,2817,Printmaking,2,163,4,0.74,40.8,40.8,Art
Los Angeles USD,2003,2817,Printmaking,3,173,5,0.97,34.6,34.6,Art
Los Angeles USD,2004,2817,Printmaking,4,240,7,1.34,34.3,34.3,Art
Los Angeles USD,2005,2817,Printmaking,1,29,1,0.2,29,29,Art
Los Angeles USD,2006,2817,Printmaking,2,90,3,0.6,30,30,Art
Los Angeles USD,2007,2817,Printmaking,2,105,3,0.7,35,35,Art
Los Angeles USD,2008,2817,Printmaking,2,65,2,0.53,32.5,32.5,Art
Los Angeles USD,2010,2817,Printmaking,2,110,3,0.51,36.7,36.7,Art
Pasadena Unified,1997,2817,Printmaking,1,126,4,0.8,31.5,31.5,Art
Pasadena Unified,2001,2817,Printmaking,1,26,1,0.17,26,26,Art
Pasadena Unified,2004,2817,Printmaking,1,21,1,1,21,21,Art
Pasadena Unified,2005,2817,Printmaking,1,24,1,0.2,24,24,Art
Pasadena Unified,2006,2817,Printmaking,1,10,1,0.2,10,10,Art
Pasadena Unified,2007,2817,Printmaking,1,26,1,0.2,26,26,Art
Pasadena Unified,2008,2817,Printmaking,1,34,1,0.2,34,34,Art
Pasadena Unified,2010,2817,Printmaking,1,27,1,0.17,27,27,Art
Santa Monica-Malibu USD,2002,2817,Printmaking,1,34,1,0.2,34,34,Art
Los Angeles USD,2008,5724,Professional music composition and arrangement,13,751,32,6.18,23.5,23.5,"Arts, Media and Entertainment"
Burbank Unified,2010,5721,Professional theater/play production,2,240,8,1.6,30,30,"Arts, Media and Entertainment"
Long Beach Unified,2010,5721,Professional theater/play production,3,82,3,0.51,27.3,27.3,"Arts, Media and Entertainment"
Los Angeles USD,2010,5725,Radio production,1,38,3,0.51,12.7,12.7,"Arts, Media and Entertainment"
La Canada Unified,2001,2311,Recorder ensemble,1,28,1,0.2,28,28,Music
La Canada Unified,2002,2311,Recorder ensemble,1,43,1,0.2,43,43,Music
Long Beach Unified,1998,2311,Recorder ensemble,1,32,1,0.16,32,32,Music
Long Beach Unified,2001,2311,Recorder ensemble,1,150,4,0.8,37.5,37.5,Music
Long Beach Unified,2003,2311,Recorder ensemble,1,28,1,0.2,28,28,Music
Pasadena Unified,2001,2311,Recorder ensemble,1,60,1,0.2,0,60,Music
Beverly Hills USD,2001,2812,Sculpture,1,43,2,0.4,21.5,21.5,Art
Beverly Hills USD,2002,2812,Sculpture,1,45,2,0.4,22.5,22.5,Art
Beverly Hills USD,2003,2812,Sculpture,1,44,2,0.4,22,22,Art
Beverly Hills USD,2004,2812,Sculpture,1,42,2,0.4,21,21,Art
Beverly Hills USD,2006,2812,Sculpture,1,72,3,0.6,24,24,Art
Beverly Hills USD,2007,2812,Sculpture,1,45,2,0.4,22.5,22.5,Art
Burbank Unified,2010,2812,Sculpture,1,105,3,0.6,35,35,Art
Los Angeles USD,1997,2812,Sculpture,6,340,10,1.74,34,34,Art
Los Angeles USD,1998,2812,Sculpture,8,356,10,1.94,35.6,35.6,Art
Los Angeles USD,1999,2812,Sculpture,7,392,12,1.87,32.7,32.7,Art
Los Angeles USD,2000,2812,Sculpture,14,716,21,3.93,34.1,34.1,Art
Los Angeles USD,2001,2812,Sculpture,15,587,18,3.15,32.6,32.6,Art
Los Angeles USD,2002,2812,Sculpture,17,660,20,3.7,33,33,Art
Los Angeles USD,2003,2812,Sculpture,14,747,21,3.78,35.6,35.6,Art
Los Angeles USD,2004,2812,Sculpture,17,1036,31,5.72,33.4,33.4,Art
Los Angeles USD,2005,2812,Sculpture,16,1080,30,5.69,36,36,Art
Los Angeles USD,2006,2812,Sculpture,12,704,20,4.37,35.2,35.2,Art
Los Angeles USD,2007,2812,Sculpture,12,607,18,3.76,33.7,33.7,Art
Los Angeles USD,2008,2812,Sculpture,17,957,31,6.54,30.9,30.9,Art
Los Angeles USD,2010,2812,Sculpture,14,728,22,4.87,33.1,33.1,Art
Manhattan Beach USD,1997,2812,Sculpture,1,18,1,0.2,18,18,Art
Manhattan Beach USD,2010,2812,Sculpture,1,2,1,0.17,2,2,Art
Pasadena Unified,2006,2812,Sculpture,1,83,3,0.6,27.7,27.7,Art
Pasadena Unified,2007,2812,Sculpture,1,74,2,0.4,37,37,Art
Santa Monica-Malibu USD,1997,2812,Sculpture,2,86,3,0.6,28.7,28.7,Art
Santa Monica-Malibu USD,1998,2812,Sculpture,2,132,5,1,26.4,26.4,Art
Santa Monica-Malibu USD,1999,2812,Sculpture,1,56,2,0.4,28,28,Art
Santa Monica-Malibu USD,2000,2812,Sculpture,1,46,2,0.4,23,23,Art
Santa Monica-Malibu USD,2001,2812,Sculpture,1,34,1,0.2,34,34,Art
Santa Monica-Malibu USD,2002,2812,Sculpture,1,29,1,0.2,29,29,Art
Santa Monica-Malibu USD,2003,2812,Sculpture,1,27,1,0.2,27,27,Art
Santa Monica-Malibu USD,2004,2812,Sculpture,1,10,1,0.2,10,10,Art
Beverly Hills USD,2007,3016,"SE Secondary arts (art, music, dance, drama)",1,16,1,0.2,16,16,Special Education
Beverly Hills USD,2008,3016,"SE Secondary arts (art, music, dance, drama)",1,13,1,0.2,13,13,Special Education
Burbank Unified,2007,3016,"SE Secondary arts (art, music, dance, drama)",2,24,4,0.9,6,6,Special Education
Burbank Unified,2008,3016,"SE Secondary arts (art, music, dance, drama)",2,17,4,0.9,4.2,4.2,Special Education
Glendale Unified,2007,3016,"SE Secondary arts (art, music, dance, drama)",1,0,1,0.07,0,0,Special Education
La Canada Unified,2007,3016,"SE Secondary arts (art, music, dance, drama)",1,21,3,0.38,7,7,Special Education
La Canada Unified,2008,3016,"SE Secondary arts (art, music, dance, drama)",1,2,2,0.1,1,1,Special Education
Long Beach Unified,2008,3016,"SE Secondary arts (art, music, dance, drama)",1,5,1,0.2,5,5,Special Education
Los Angeles USD,2007,3016,"SE Secondary arts (art, music, dance, drama)",37,831,81,16.27,10.3,10.3,Special Education
Los Angeles USD,2008,3016,"SE Secondary arts (art, music, dance, drama)",35,1057,83,16.03,12.7,12.7,Special Education
Pasadena Unified,2007,3016,"SE Secondary arts (art, music, dance, drama)",2,30,2,0.54,15,15,Special Education
Pasadena Unified,2008,3016,"SE Secondary arts (art, music, dance, drama)",1,8,1,0.2,8,8,Special Education
Santa Monica-Malibu USD,2008,3016,"SE Secondary arts (art, music, dance, drama)",1,9,2,0.34,4.5,4.5,Special Education
Burbank Unified,2007,2824,"Secondary arts-art, music, dance, drama (thro",1,181,8,8.64,22.6,22.6,Independent Study
Burbank Unified,2008,2824,"Secondary arts-art, music, dance, drama (thro",1,23,5,4.41,11.5,4.6,Independent Study
La Canada Unified,2007,2824,"Secondary arts-art, music, dance, drama (thro",1,2,2,0.19,1,1,Independent Study
Los Angeles USD,2007,2824,"Secondary arts-art, music, dance, drama (thro",1,36,5,0.86,7.2,7.2,Independent Study
Los Angeles USD,2008,2824,"Secondary arts-art, music, dance, drama (thro",1,2,2,0.39,1,1,Independent Study
Pasadena Unified,2008,2824,"Secondary arts-art, music, dance, drama (thro",1,48,3,0.48,16,16,Independent Study
Pasadena Unified,2002,5762,Silk screen making and printing,1,29,1,0.2,29,29,"Visual Comm, Graphics"
Beverly Hills USD,2007,2880,STAE Art,4,792,5,1.7,23,158.4,Supporting Teaching
Beverly Hills USD,2008,2880,STAE Art,2,0,3,0.8,0,0,Supporting Teaching
Long Beach Unified,2007,2880,STAE Art,2,0,2,2,0,0,Supporting Teaching
Los Angeles USD,2007,2880,STAE Art,5,0,440,164.51,0,0,Supporting Teaching (Elem)
Los Angeles USD,2008,2880,STAE Art,7,0,543,200.3,0,0,Supporting Teaching (Elem)
Pasadena Unified,2007,2880,STAE Art,1,64,2,1,32,32,Supporting Teaching
Pasadena Unified,2008,2880,STAE Art,1,28,1,0.8,28,28,Supporting Teaching
Burbank Unified,2003,2302,Stage band,1,31,1,0.2,31,31,Music
Glendale Unified,2000,2302,Stage band,3,158,3,0.6,36,52.7,Music
La Canada Unified,2004,2302,Stage band,1,50,1,0.2,50,50,Music
Long Beach Unified,1997,2302,Stage band,1,25,1,0.5,25,25,Music
Long Beach Unified,2001,2302,Stage band,1,25,1,0.2,25,25,Music
Long Beach Unified,2002,2302,Stage band,2,90,3,0.55,30,30,Music
Long Beach Unified,2003,2302,Stage band,1,41,3,0.5,13.7,13.7,Music
Long Beach Unified,2004,2302,Stage band,1,53,2,0.4,26.5,26.5,Music
Long Beach Unified,2005,2302,Stage band,1,40,2,0.4,20,20,Music
Pasadena Unified,1998,2302,Stage band,1,33,1,0.16,33,33,Music
Pasadena Unified,1999,2302,Stage band,1,24,1,0.16,24,24,Music
Pasadena Unified,2000,2302,Stage band,1,35,1,0.2,35,35,Music
Pasadena Unified,2004,2302,Stage band,1,81,1,0.2,0,81,Music
Los Angeles USD,2008,5744,Stage production,25,678,30,6.19,22.6,22.6,"Arts, Media and Entertainment"
Los Angeles USD,2010,5744,Stage production,1,64,2,1.14,32,32,"Arts, Media and Entertainment"
Los Angeles USD,1997,5527,Stage technology,38,830,46,8.93,18,18,Drama/Theater Technology
Los Angeles USD,1998,5527,Stage technology,39,1068,52,9.86,20.5,20.5,Drama/Theater Technology
Los Angeles USD,1999,5527,Stage technology,39,918,51,9.9,18,18,Drama/Theater Technology
Los Angeles USD,2000,5527,Stage technology,43,1105,59,11.23,18.7,18.7,Drama/Theater Technology
Los Angeles USD,2001,5527,Stage technology,39,1126,56,10.5,20.1,20.1,Drama/Theater Technology
Los Angeles USD,2002,5527,Stage technology,32,775,44,8.14,17.6,17.6,Drama/Theater Technology
Los Angeles USD,2003,5527,Stage technology,26,1078,46,8.45,22.6,23.4,Fashion/Home Eco
Los Angeles USD,2004,5527,Stage technology,26,850,36,6.99,23.6,23.6,Drama/Theater Technology
Los Angeles USD,2005,5527,Stage technology,24,659,32,6.11,20.6,20.6,Drama/Theater Technology
Los Angeles USD,2006,5527,Stage technology,25,738,31,5.83,23.8,23.8,Drama/Theater Technology
Los Angeles USD,2007,5527,Stage technology,25,668,30,5.82,22.3,22.3,Drama/Theater Technology
Los Angeles USD,2010,5527,Stage technology,13,442,16,3.01,27.6,27.6,"Arts, Media and Entertainment"
Pasadena Unified,1997,5527,Stage technology,1,38,1,0.2,38,38,Drama/Theater Technology
Pasadena Unified,1999,5527,Stage technology,1,15,1,0.2,15,15,Drama/Theater Technology
Pasadena Unified,2000,5527,Stage technology,1,11,1,0.18,11,11,Drama/Theater Technology
Pasadena Unified,2001,5527,Stage technology,1,12,1,0.17,12,12,Drama/Theater Technology
Pasadena Unified,2002,5527,Stage technology,1,12,1,0.18,12,12,Drama/Theater Technology
Pasadena Unified,2003,5527,Stage technology,1,8,1,0.2,8,8,Drama/Theater Technology
Santa Monica-Malibu USD,2010,5527,Stage technology,1,23,3,0.51,7.7,7.7,"Arts, Media and Entertainment "
Burbank Unified,1997,2313,Swing/show choir,2,73,2,0.37,36.5,36.5,Music
Burbank Unified,1998,2313,Swing/show choir,3,204,5,0.98,33.3,40.8,Music
Burbank Unified,1999,2313,Swing/show choir,2,139,3,0.6,46.3,46.3,Music
Burbank Unified,2000,2313,Swing/show choir,4,257,6,1.18,38,42.8,Music
Burbank Unified,2001,2313,Swing/show choir,4,257,6,1.2,40.8,42.8,Music
Burbank Unified,2002,2313,Swing/show choir,2,119,3,0.6,39.7,39.7,Music
Burbank Unified,2003,2313,Swing/show choir,1,93,2,0.4,42,46.5,Music
Burbank Unified,2004,2313,Swing/show choir,1,80,2,0.4,40,40,Music
Burbank Unified,2005,2313,Swing/show choir,1,84,2,0.4,42,42,Music
Burbank Unified,2006,2313,Swing/show choir,1,73,2,0.4,36.5,36.5,Music
Glendale Unified,1998,2313,Swing/show choir,1,43,1,0.2,43,43,Music
Glendale Unified,1999,2313,Swing/show choir,2,99,3,0.6,33,33,Music
Glendale Unified,2000,2313,Swing/show choir,1,48,2,0.4,24,24,Music
Glendale Unified,2001,2313,Swing/show choir,2,76,2,0.4,19,38,Music
La Canada Unified,2004,2313,Swing/show choir,1,64,1,0.2,0,64,Music
Long Beach Unified,1997,2313,Swing/show choir,4,230,4,0.8,44,57.5,Music
Long Beach Unified,1998,2313,Swing/show choir,3,150,3,0.57,32,50,Music
Long Beach Unified,1999,2313,Swing/show choir,1,66,1,0.17,0,66,Music
Long Beach Unified,2000,2313,Swing/show choir,2,287,6,1.07,40.7,47.8,Music
Long Beach Unified,2001,2313,Swing/show choir,4,337,7,1.31,40,48.1,Music
Long Beach Unified,2002,2313,Swing/show choir,4,303,7,1.29,38,43.3,Music
Long Beach Unified,2003,2313,Swing/show choir,4,474,11,1.96,34,43.1,Music
Long Beach Unified,2004,2313,Swing/show choir,5,281,6,1.07,39.7,46.8,Music
Long Beach Unified,2005,2313,Swing/show choir,4,312,8,1.65,39,39,Music
Long Beach Unified,2006,2313,Swing/show choir,5,328,8,1.34,39,41,Music
Santa Monica-Malibu USD,1997,2313,Swing/show choir,1,12,1,0.2,12,12,Music
